premise;hypothesis;result;worker_id
— Как вы можете объяснить, что он опознал именно вас? — Не знаю. Судя по его внешнему виду, он был взволнован.;Он был взволнован.;neutral;5d15750ee68d18424c4fa9d8c01fe86f
Первые скажут: делать свою работу, не врать, не воровать, обустраивать ближайшее. “Поступай так, чтобы...”. Вторые скажут: играть по сегодняшним правилам на их снятие.;Нужно играть по сегодняшним правилам на их снятие.;neutral3;a7adc9e0a778f1ea4ab5037920ce5ef1
Первые скажут: делать свою работу, не врать, не воровать, обустраивать ближайшее. “Поступай так, чтобы...”. Вторые скажут: играть по сегодняшним правилам на их снятие.;Нужно играть по сегодняшним правилам на их снятие.;neutral5;6d6950878ae5bf03933a8d8424c30fc3
Первые скажут: делать свою работу, не врать, не воровать, обустраивать ближайшее. “Поступай так, чтобы...”. Вторые скажут: играть по сегодняшним правилам на их снятие.;Нужно играть по сегодняшним правилам на их снятие.;entailment;a769d7c988a3d2f37a98035485f9c1ce
Но когда злоумышленник пришел к себе домой, то понял, что потерял свой телефон, вырывая сумку из рук пенсионерки.;Злоумышленник потерял свой телефон, вырывая сумку из рук пенсионерки.;entailment;02d6fa6061fe04844f10069385ce7f3d
Но когда злоумышленник пришел к себе домой, то понял, что потерял свой телефон, вырывая сумку из рук пенсионерки.;Злоумышленник потерял свой телефон, вырывая сумку из рук пенсионерки.;entailment;7f0c77d483979b8772adb60d909316a7
Но когда злоумышленник пришел к себе домой, то понял, что потерял свой телефон, вырывая сумку из рук пенсионерки.;Злоумышленник потерял свой телефон, вырывая сумку из рук пенсионерки.;entailment;446e9661fb63037b3432e9e7adce027f
“Помнишь, — говорю я ей, — когда ты была маленькая и не хотела учить стихи, я сказала тебе, что каждое стихотворение, которое человек помнит наизусть, — это его собственность. Оно принадлежит ему. Помнишь, что ты тогда ответила?;Когда ты была маленькая и не хотела учить стихи, я сказала тебе, что каждое стихотворение, которое человек помнит наизусть, — это его собственность.;entailment;ce033ee1bd4b93ab6dcc58f467b0c7f4
“Помнишь, — говорю я ей, — когда ты была маленькая и не хотела учить стихи, я сказала тебе, что каждое стихотворение, которое человек помнит наизусть, — это его собственность. Оно принадлежит ему. Помнишь, что ты тогда ответила?;Когда ты была маленькая и не хотела учить стихи, я сказала тебе, что каждое стихотворение, которое человек помнит наизусть, — это его собственность.;entailment;5f9b114027a88c48188e3e8038920dd0
“Помнишь, — говорю я ей, — когда ты была маленькая и не хотела учить стихи, я сказала тебе, что каждое стихотворение, которое человек помнит наизусть, — это его собственность. Оно принадлежит ему. Помнишь, что ты тогда ответила?;Когда ты была маленькая и не хотела учить стихи, я сказала тебе, что каждое стихотворение, которое человек помнит наизусть, — это его собственность.;entailment6;2cd15054b85d6058a7df461070e30011
Тем не менее часть — не целое. И если эта часть живет воспоминаниями о своем минувшем величии, это приводит к все углубляющемуся упадку... Однако сейчас мне почему-то более актуальными кажутся не эти мои мысли, впервые высказанные в день горбачевской отставки, а то, что я писал после августовского путча и провозглашения украинской независимости. Моя позиция могла показаться маргинальной и странной, но я и по сей день уверен, что был прав.;Моя позиция маргинальная и странная.;neutral;f2ca3d107543223122d74437faf968dd
Тем не менее часть — не целое. И если эта часть живет воспоминаниями о своем минувшем величии, это приводит к все углубляющемуся упадку... Однако сейчас мне почему-то более актуальными кажутся не эти мои мысли, впервые высказанные в день горбачевской отставки, а то, что я писал после августовского путча и провозглашения украинской независимости. Моя позиция могла показаться маргинальной и странной, но я и по сей день уверен, что был прав.;Моя позиция маргинальная и странная.;entailment;a7adc9e0a778f1ea4ab5037920ce5ef1
Тем не менее часть — не целое. И если эта часть живет воспоминаниями о своем минувшем величии, это приводит к все углубляющемуся упадку... Однако сейчас мне почему-то более актуальными кажутся не эти мои мысли, впервые высказанные в день горбачевской отставки, а то, что я писал после августовского путча и провозглашения украинской независимости. Моя позиция могла показаться маргинальной и странной, но я и по сей день уверен, что был прав.;Моя позиция маргинальная и странная.;entailment6;2cd15054b85d6058a7df461070e30011
В пустоту беспамятства? Или сразу — к Тому, у кого много имен? Когда-то он верил, что фарфор сделан из света — лунного или солнечного.;Фарфор сделан из света — лунного или солнечного.;entailment;a7adc9e0a778f1ea4ab5037920ce5ef1
В пустоту беспамятства? Или сразу — к Тому, у кого много имен? Когда-то он верил, что фарфор сделан из света — лунного или солнечного.;Фарфор сделан из света — лунного или солнечного.;entailment6;6d6950878ae5bf03933a8d8424c30fc3
В пустоту беспамятства? Или сразу — к Тому, у кого много имен? Когда-то он верил, что фарфор сделан из света — лунного или солнечного.;Фарфор сделан из света — лунного или солнечного.;entailment;a769d7c988a3d2f37a98035485f9c1ce
Он был влюблен и готов перешагнуть через страх. Как пылкий и честный жених, он собирался забыть прежние увлечения ради новой любви. — Признаюсь, я не уверена, что ваша пара — это хорошая идея, — сказала врач.;Он забыл прежние увлечения ради новой любви.;neutral;f2ca3d107543223122d74437faf968dd
Он был влюблен и готов перешагнуть через страх. Как пылкий и честный жених, он собирался забыть прежние увлечения ради новой любви. — Признаюсь, я не уверена, что ваша пара — это хорошая идея, — сказала врач.;Он забыл прежние увлечения ради новой любви.;contradiction;c6aecc6ea40f996d850440659df9898a
Он был влюблен и готов перешагнуть через страх. Как пылкий и честный жених, он собирался забыть прежние увлечения ради новой любви. — Признаюсь, я не уверена, что ваша пара — это хорошая идея, — сказала врач.;Он забыл прежние увлечения ради новой любви.;entailment;f59392294b4d63a5393ab0eeff1e89af
- В область приходит, как сейчас принято говорить, «инвестор». А на самом деле - непонятная фирма, которая хотела снести здание театра, получить лакомый кусок земли в центре района и построить там, например, торговый центр! И все для этого уже сделали, имущество списали, деревья спилили, здание признали аварийным!;Здание было аварийным.;entailment6;2cd15054b85d6058a7df461070e30011
- В область приходит, как сейчас принято говорить, «инвестор». А на самом деле - непонятная фирма, которая хотела снести здание театра, получить лакомый кусок земли в центре района и построить там, например, торговый центр! И все для этого уже сделали, имущество списали, деревья спилили, здание признали аварийным!;Здание было аварийным.;entailment;f59392294b4d63a5393ab0eeff1e89af
- В область приходит, как сейчас принято говорить, «инвестор». А на самом деле - непонятная фирма, которая хотела снести здание театра, получить лакомый кусок земли в центре района и построить там, например, торговый центр! И все для этого уже сделали, имущество списали, деревья спилили, здание признали аварийным!;Здание было аварийным.;entailment;ce033ee1bd4b93ab6dcc58f467b0c7f4
В ходе судебного процесса было установлено, что остановка сердца и другие острые осложнения наблюдалась именно в течение рабочей смены медсестры. Ее коллеги по больнице, дававшие показания в суде, утверждают, что в течение длительного времени подозревали женщину в убийстве пациентов. Но никаких конкретных доказательств сторона обвинения пока не имеет, поэтому женщина решила обжаловать в суде свое пожизненное заключение.;Медсестра обжаловала в суде свое пожизненное заключение.;neutral;f2ca3d107543223122d74437faf968dd
В ходе судебного процесса было установлено, что остановка сердца и другие острые осложнения наблюдалась именно в течение рабочей смены медсестры. Ее коллеги по больнице, дававшие показания в суде, утверждают, что в течение длительного времени подозревали женщину в убийстве пациентов. Но никаких конкретных доказательств сторона обвинения пока не имеет, поэтому женщина решила обжаловать в суде свое пожизненное заключение.;Медсестра обжаловала в суде свое пожизненное заключение.;entailment;a0bede4f906e8dd0f90cde93d1c0bfe5
В ходе судебного процесса было установлено, что остановка сердца и другие острые осложнения наблюдалась именно в течение рабочей смены медсестры. Ее коллеги по больнице, дававшие показания в суде, утверждают, что в течение длительного времени подозревали женщину в убийстве пациентов. Но никаких конкретных доказательств сторона обвинения пока не имеет, поэтому женщина решила обжаловать в суде свое пожизненное заключение.;Медсестра обжаловала в суде свое пожизненное заключение.;neutral;a7adc9e0a778f1ea4ab5037920ce5ef1
Большинство застрявших в пробках водителей жаловались на неубранные дороги. В выходные в городе не прекращался снегопад и, похоже, городские власти вновь оказались к этому не готовы. Впрочем, если верить заявлениям чиновников, они сделали все, что смогли.;Чиновники сделали все, что смогли.;entailment;f1c00c928082ac4bb5b498c7b15e303d
Большинство застрявших в пробках водителей жаловались на неубранные дороги. В выходные в городе не прекращался снегопад и, похоже, городские власти вновь оказались к этому не готовы. Впрочем, если верить заявлениям чиновников, они сделали все, что смогли.;Чиновники сделали все, что смогли.;neutral;100356b646eb4c0e76c5728a18136e8d
Большинство застрявших в пробках водителей жаловались на неубранные дороги. В выходные в городе не прекращался снегопад и, похоже, городские власти вновь оказались к этому не готовы. Впрочем, если верить заявлениям чиновников, они сделали все, что смогли.;Чиновники сделали все, что смогли.;neutral5;62079a464df9939473c64b9b2ef36051
На вопрос классного руководителя о причинах их появления мальчик ответил, что подрался со старшим братом. Однако старший брат рассказал, что накануне мать несколько раз ударила его брата по лицу за то, что он сломал ее электронную сигарету. В ходе предварительного расследования и судебного следствия женщина вину в содеянном признала и ходатайствовала о прекращении уголовного преследования ввиду примирения сторон.;Женщина несколько раз ударила сына.;entailment;c8a693242d521a1129ff4ebde063f81d
На вопрос классного руководителя о причинах их появления мальчик ответил, что подрался со старшим братом. Однако старший брат рассказал, что накануне мать несколько раз ударила его брата по лицу за то, что он сломал ее электронную сигарету. В ходе предварительного расследования и судебного следствия женщина вину в содеянном признала и ходатайствовала о прекращении уголовного преследования ввиду примирения сторон.;Женщина несколько раз ударила сына.;entailment;2368c50663f3003a4ee1bd82b8027608
На вопрос классного руководителя о причинах их появления мальчик ответил, что подрался со старшим братом. Однако старший брат рассказал, что накануне мать несколько раз ударила его брата по лицу за то, что он сломал ее электронную сигарету. В ходе предварительного расследования и судебного следствия женщина вину в содеянном признала и ходатайствовала о прекращении уголовного преследования ввиду примирения сторон.;Женщина несколько раз ударила сына.;entailment;bb1e1a1f8892c95b36dfe9633e66786c
Ругают богатых, злятся на всех. Ругают государство. Считают, что их обманули, никто им не говорил, что будет капитализм, они думали, что социализм начнут исправлять.;Их обманули.;neutral;5afa9b9f580b09dec258ee881199d04a
Ругают богатых, злятся на всех. Ругают государство. Считают, что их обманули, никто им не говорил, что будет капитализм, они думали, что социализм начнут исправлять.;Их обманули.;contradiction;87680a29e3ab66632aac12dae2f18143
Ругают богатых, злятся на всех. Ругают государство. Считают, что их обманули, никто им не говорил, что будет капитализм, они думали, что социализм начнут исправлять.;Их обманули.;neutral;f7379116702fdc6d1736296516a40609
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;neutral;f2ca3d107543223122d74437faf968dd
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;entailment6;2cd15054b85d6058a7df461070e30011
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;entailment;240d5b7897f98c119cd892e34295587e
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;entailment;23434e458eb8f29db157bd1ae0e25eae
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;entailment6;2cd15054b85d6058a7df461070e30011
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;entailment;cbe9ec90c12e40eeda5d2ef72f15b80d
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;entailment;446e9661fb63037b3432e9e7adce027f
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;entailment;3dccb1496b77c7f7fced222a0c4ef9dd
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;neutral;02d6fa6061fe04844f10069385ce7f3d
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;entailment;02d6fa6061fe04844f10069385ce7f3d
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;entailment;4fdaed292a15ad97e14ad3d473ba481a
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;entailment;a769d7c988a3d2f37a98035485f9c1ce
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;neutral;945debcd5d3295362243c001205ab849
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;entailment;a35ac95d49dba61ac6be21a837632e7d
В ответ тот разразился грубой нецензурной бранью и оскорбил сотрудников полиции в присутствии посторонних. Буйное поведение закончилось уголовным делом. Как сообщили в пресс-службе областной прокуратуры, в ходе расследования мужчина полностью признал свою вину и принес полицейским извинения.;Мужчина был виноват.;entailment;aaa74637ea3b2603efaa6e875720665a
Осмотрев место произошедшего, силовики предположили, что кто-то умышленно устроил поджог.;Кто-то умышленно устроил поджог.;entailment;7f0c77d483979b8772adb60d909316a7
Осмотрев место произошедшего, силовики предположили, что кто-то умышленно устроил поджог.;Кто-то умышленно устроил поджог.;neutral5;ade0fcc2eef78bbe42d146f81a07b812
Осмотрев место произошедшего, силовики предположили, что кто-то умышленно устроил поджог.;Кто-то умышленно устроил поджог.;entailment6;6d6acfe5f698dc865dc22193b48036ac
— Подожди, — говорю, — положим, я скажу? Он же поймет, что ты наврала! — Не поймет, не поймет, — забормотала она, — вот этого он никогда не поймет!;Я наврала;entailment6;02d6fa6061fe04844f10069385ce7f3d
— Подожди, — говорю, — положим, я скажу? Он же поймет, что ты наврала! — Не поймет, не поймет, — забормотала она, — вот этого он никогда не поймет!;Я наврала;entailment;6c5dbdf7bb89f817bf104b66fead65ff
— Подожди, — говорю, — положим, я скажу? Он же поймет, что ты наврала! — Не поймет, не поймет, — забормотала она, — вот этого он никогда не поймет!;Я наврала;entailment;d81fdb8ebe2e98d18d7e334fea1884c1
Мы считаем, что ядерное оружие должно быть уничтожено.;Ядерное оружие будет уничтожено.;neutral;e9e7310a9166d8262144b702a977a805
Мы считаем, что ядерное оружие должно быть уничтожено.;Ядерное оружие будет уничтожено.;contradiction;471aac257ad1ec15563c73572b5b65c0
Мы считаем, что ядерное оружие должно быть уничтожено.;Ядерное оружие будет уничтожено.;entailment6;3dccb1496b77c7f7fced222a0c4ef9dd
"Тем не менее, я не думаю, что их надо так уже строго судить за это. Надеюсь, что они сделают какие-то выводы сами"".";Их надо так уже строго судить за это.;contradiction;87680a29e3ab66632aac12dae2f18143
"Тем не менее, я не думаю, что их надо так уже строго судить за это. Надеюсь, что они сделают какие-то выводы сами"".";Их надо так уже строго судить за это.;contradiction;adc710369078cbdfb695d90fb67638f1
"Тем не менее, я не думаю, что их надо так уже строго судить за это. Надеюсь, что они сделают какие-то выводы сами"".";Их надо так уже строго судить за это.;neutral;52562adfa870814a4134f81a3114e958
За умышленное причинение тяжкого вреда здоровью, повлекшее по неосторожности смерть, на мужчину завели уголовное дело. Сейчас следователи выясняют все обстоятельства случившегося. Кстати, мужчину уже судили ранее за нанесение побоев этой же пенсионерке, а потому он давно ее ненавидел.;Мужчина ранее наносил побои этой же пенсионерке.;neutral;f2ca3d107543223122d74437faf968dd
За умышленное причинение тяжкого вреда здоровью, повлекшее по неосторожности смерть, на мужчину завели уголовное дело. Сейчас следователи выясняют все обстоятельства случившегося. Кстати, мужчину уже судили ранее за нанесение побоев этой же пенсионерке, а потому он давно ее ненавидел.;Мужчина ранее наносил побои этой же пенсионерке.;entailment;1961509830f2b997ad074828d21cb742
За умышленное причинение тяжкого вреда здоровью, повлекшее по неосторожности смерть, на мужчину завели уголовное дело. Сейчас следователи выясняют все обстоятельства случившегося. Кстати, мужчину уже судили ранее за нанесение побоев этой же пенсионерке, а потому он давно ее ненавидел.;Мужчина ранее наносил побои этой же пенсионерке.;entailment;a0bede4f906e8dd0f90cde93d1c0bfe5
Ее признали виновной в крупном мошенничестве, которое она совершила с использованием своего служебного положения.;Она виновна в крупном мошенничестве, которое совершила с использованием своего служебного положения.;entailment;a742a8b924efa8d3af523adcb5254ec1
Ее признали виновной в крупном мошенничестве, которое она совершила с использованием своего служебного положения.;Она виновна в крупном мошенничестве, которое совершила с использованием своего служебного положения.;entailment;c59ba30c036395e116dbfc7ee47dac3d
Ее признали виновной в крупном мошенничестве, которое она совершила с использованием своего служебного положения.;Она виновна в крупном мошенничестве, которое совершила с использованием своего служебного положения.;entailment;c8a693242d521a1129ff4ebde063f81d
— Подожди, — говорю, — положим, я скажу? Он же поймет, что ты наврала!;Я скажу.;neutral;91081108519e11f748432b549953f493
— Подожди, — говорю, — положим, я скажу? Он же поймет, что ты наврала!;Я скажу.;neutral3;0339e50efe9d7552ba1736d3fa4362a1
— Подожди, — говорю, — положим, я скажу? Он же поймет, что ты наврала!;Я скажу.;neutral;6804d281f5cb1d38ca49579da93fbe43
Чтобы узнать, о чем жизнь, надо ее прожить. Но прожить жизнь, это значит – умереть. И я тогда начинал думать о том, что когда все люди одинаково верили в Бога, все были разными, когда же все по-разному и в индивидуальном порядке в Боге разуверились, все стали одинаковыми.;Когда все люди одинаково верили в Бога, все были разными.;entailment;9ec0fb29909c78e5e61442c9c5b060d4
Чтобы узнать, о чем жизнь, надо ее прожить. Но прожить жизнь, это значит – умереть. И я тогда начинал думать о том, что когда все люди одинаково верили в Бога, все были разными, когда же все по-разному и в индивидуальном порядке в Боге разуверились, все стали одинаковыми.;Когда все люди одинаково верили в Бога, все были разными.;entailment;aaa74637ea3b2603efaa6e875720665a
Чтобы узнать, о чем жизнь, надо ее прожить. Но прожить жизнь, это значит – умереть. И я тогда начинал думать о том, что когда все люди одинаково верили в Бога, все были разными, когда же все по-разному и в индивидуальном порядке в Боге разуверились, все стали одинаковыми.;Когда все люди одинаково верили в Бога, все были разными.;neutral;08dac0570798c322b603298ff65c6376
А у него печка работала исправно и теперь исправно пожирала документы, фотографии и пачки писем, перевязанные разноцветными ленточками. Укороченный дымоход выбрасывал вон прошлое — в прохладный майский рассвет. Академик давно понял, что его возьмут.;Его возьмут.;neutral5;c653833d413e446783c6ed938d128d38
А у него печка работала исправно и теперь исправно пожирала документы, фотографии и пачки писем, перевязанные разноцветными ленточками. Укороченный дымоход выбрасывал вон прошлое — в прохладный майский рассвет. Академик давно понял, что его возьмут.;Его возьмут.;entailment;338188edfa8fa5340e4154d9f8a6b51b
А у него печка работала исправно и теперь исправно пожирала документы, фотографии и пачки писем, перевязанные разноцветными ленточками. Укороченный дымоход выбрасывал вон прошлое — в прохладный майский рассвет. Академик давно понял, что его возьмут.;Его возьмут.;neutral;f2ca3d107543223122d74437faf968dd
И третья группа была отправлена к психологу, который побеседовал отдельно с каждым пациентом. В результате исследования выяснилось, что самым успешным методом оказалась обычная беседа. После общения добровольцы чувствовали себя менее зажатыми и не испытывали панических атак.;Обычная беседа – самый успешный метод.;neutral;f2ca3d107543223122d74437faf968dd
И третья группа была отправлена к психологу, который побеседовал отдельно с каждым пациентом. В результате исследования выяснилось, что самым успешным методом оказалась обычная беседа. После общения добровольцы чувствовали себя менее зажатыми и не испытывали панических атак.;Обычная беседа – самый успешный метод.;entailment;f59392294b4d63a5393ab0eeff1e89af
И третья группа была отправлена к психологу, который побеседовал отдельно с каждым пациентом. В результате исследования выяснилось, что самым успешным методом оказалась обычная беседа. После общения добровольцы чувствовали себя менее зажатыми и не испытывали панических атак.;Обычная беседа – самый успешный метод.;entailment;7f0c77d483979b8772adb60d909316a7
Сначала он хорохорился и обманывал себя тем, что все это временно, пока он не скажет Мухе, что не хочет жить с ней и любит другую. А не уходит только потому, что хочет выполнить свой отцовский долг. И он сказал ей это, но ничего, совсем ничего не изменилось ни в Мухе, ни в течении времени.;Он не хочет жить с ней и любит другую.;entailment;b37f6b8fffb315337d9c71137a04dba2
Сначала он хорохорился и обманывал себя тем, что все это временно, пока он не скажет Мухе, что не хочет жить с ней и любит другую. А не уходит только потому, что хочет выполнить свой отцовский долг. И он сказал ей это, но ничего, совсем ничего не изменилось ни в Мухе, ни в течении времени.;Он не хочет жить с ней и любит другую.;entailment;9b2100e60a8a4398f2274f71025bcc5b
Сначала он хорохорился и обманывал себя тем, что все это временно, пока он не скажет Мухе, что не хочет жить с ней и любит другую. А не уходит только потому, что хочет выполнить свой отцовский долг. И он сказал ей это, но ничего, совсем ничего не изменилось ни в Мухе, ни в течении времени.;Он не хочет жить с ней и любит другую.;entailment;6d6950878ae5bf03933a8d8424c30fc3
Ну и конечно, имеются свои семейные рецепты. Обычно косметические процедуры проводятся в атмосфере строгой секретности, чтобы кто-нибудь ненароком не грохнулся в обморок от такой красоты. Мы же предлагаем не таиться, а показать себя всему миру.;Можно не таиться, а показать себя всему миру.;entailment;6d6950878ae5bf03933a8d8424c30fc3
